sample_id,metabolite,value,Age,Genotype,Treatment
02_Young_Liver_1b,Linoleic acid,238442209.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,Linoleic acid,195142404.7,Young,SIRT6-tg,N/A
05_Young_Liver_2a,Linoleic acid,178392496.4,Young,SIRT6-tg,N/A
06_Young_Liver_2b,Linoleic acid,179368819.8,Young,SIRT6-tg,N/A
07_Young_Liver_2c,Linoleic acid,173667438.7,Young,SIRT6-tg,N/A
09_Young_Liver_3a,Linoleic acid,228760971.0,Young,Wild-type,N/A
10_Young_Liver_3b,Linoleic acid,158330219.9,Young,Wild-type,N/A
11_Young_Liver_3c,Linoleic acid,182263047.6,Young,Wild-type,N/A
13_Young_Liver_4a,Linoleic acid,209806582.6,Young,SIRT6-tg,N/A
14_Young_Liver_4b,Linoleic acid,128037919.7,Young,SIRT6-tg,N/A
15_Young_Liver_4c,Linoleic acid,205559179.9,Young,SIRT6-tg,N/A
17_Young_Liver_5a,Linoleic acid,162694082.6,Young,Wild-type,N/A
18_Young_Liver_5b,Linoleic acid,139485482.2,Young,Wild-type,N/A
19_Young_Liver_5c,Linoleic acid,130263179.9,Young,Wild-type,N/A
21_Young_Liver_6a,Linoleic acid,145426425.2,Young,Wild-type,N/A
22_Young_Liver_6b,Linoleic acid,106053484.6,Young,Wild-type,N/A
23_Young_Liver_6c,Linoleic acid,154209766.4,Young,Wild-type,N/A
25_Young_Liver_7a,Linoleic acid,165100573.9,Young,Wild-type,N/A
26_Young_Liver_7b,Linoleic acid,187420763.6,Young,Wild-type,N/A
27_Young_Liver_7c,Linoleic acid,136812019.9,Young,Wild-type,N/A
29_Young_Liver_8a,Linoleic acid,131732503.2,Young,Wild-type,N/A
30_Young_Liver_8b,Linoleic acid,154166889.5,Young,Wild-type,N/A
31_Young_Liver_8c,Linoleic acid,340470042.5,Young,Wild-type,N/A
33_Young_Liver_9a,Linoleic acid,476544801.7,Young,SIRT6-tg,N/A
34_Young_Liver_9b,Linoleic acid,359078558.6,Young,SIRT6-tg,N/A
37_Young_Liver_10a,Linoleic acid,312104968.7,Young,SIRT6-tg,N/A
38_Young_Liver_10b,Linoleic acid,278253714.5,Young,SIRT6-tg,N/A
39_Young_Liver_10c,Linoleic acid,342724774.8,Young,SIRT6-tg,N/A
41_Young_Liver_11a,Linoleic acid,129293185.2,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,Linoleic acid,118830518.4,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,Linoleic acid,32704741.19,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,Linoleic acid,149819976.1,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,Linoleic acid,185093761.6,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,Linoleic acid,144215391.9,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,Linoleic acid,226971810.4,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,Linoleic acid,216364840.6,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,Linoleic acid,268186235.9,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,Linoleic acid,224445975.2,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,Linoleic acid,223411601.0,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,Linoleic acid,215764984.2,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,Linoleic acid,134892219.8,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,Linoleic acid,176757237.9,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,Linoleic acid,183007980.3,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,Linoleic acid,162066358.1,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,Linoleic acid,166711106.0,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,Linoleic acid,146261421.6,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,Linoleic acid,291714913.0,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,Linoleic acid,241712014.4,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,Linoleic acid,193879451.0,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,Linoleic acid,319621892.4,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,Linoleic acid,299962257.6,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,Linoleic acid,253029513.5,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,Linoleic acid,251274614.4,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,Linoleic acid,265243751.9,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,Linoleic acid,218166100.1,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,Linoleic acid,228191910.3,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,Linoleic acid,143953716.3,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,Linoleic acid,272065374.3,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,Linoleic acid,138451785.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,Linoleic acid,137056219.4,Old,SIRT6-tg,N/A
83_Old_Liver_21c,Linoleic acid,144128696.7,Old,SIRT6-tg,N/A
84_Old_Liver_22a,Linoleic acid,167997206.3,Old,Wild-type,N/A
85_Old_Liver_22b,Linoleic acid,169803310.7,Old,Wild-type,N/A
86_Old_Liver_22c,Linoleic acid,188114148.8,Old,Wild-type,N/A
87_Old_Liver_23a,Linoleic acid,72851151.14,Old,SIRT6-tg,N/A
88_Old_Liver_23b,Linoleic acid,121975065.1,Old,SIRT6-tg,N/A
89_Old_Liver_23c,Linoleic acid,142435197.1,Old,SIRT6-tg,N/A
90_Old_Liver_24a,Linoleic acid,97273921.58,Old,Wild-type,N/A
91_Old_Liver_24b,Linoleic acid,129179863.6,Old,Wild-type,N/A
92_Old_Liver_24c,Linoleic acid,97191668.71,Old,Wild-type,N/A
93_Old_Liver_25a,Linoleic acid,178556690.1,Old,SIRT6-tg,N/A
94_Old_Liver_25b,Linoleic acid,248424659.4,Old,SIRT6-tg,N/A
95_Old_Liver_25c,Linoleic acid,242557641.5,Old,SIRT6-tg,N/A
96_Old_Liver_26a,Linoleic acid,171061405.9,Old,Wild-type,N/A
97_Old_Liver_26b,Linoleic acid,192848702.9,Old,Wild-type,N/A
98_Old_Liver_26c,Linoleic acid,93671381.02,Old,Wild-type,N/A
99_Old_Liver_27a,Linoleic acid,113181391.6,Old,Wild-type,N/A
100_Old_Liver_27b,Linoleic acid,116954606.9,Old,Wild-type,N/A
101_Old_Liver_27c,Linoleic acid,128920719.3,Old,Wild-type,N/A
102_Old_Liver_28a,Linoleic acid,99282108.47,Old,SIRT6-tg,N/A
103_Old_Liver_28b,Linoleic acid,94340676.44,Old,SIRT6-tg,N/A
104_Old_Liver_28c,Linoleic acid,106196755.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,Linoleic acid,356390668.9,Old,Wild-type,N/A
106_Old_Liver_29b,Linoleic acid,275675801.3,Old,Wild-type,N/A
107_Old_Liver_29c,Linoleic acid,296017613.0,Old,Wild-type,N/A
108_Old_Liver_30a,Linoleic acid,212514455.7,Old,SIRT6-tg,N/A
109_Old_Liver_30b,Linoleic acid,220724549.9,Old,SIRT6-tg,N/A
110_Old_Liver_30c,Linoleic acid,216124223.9,Old,SIRT6-tg,N/A
111_Old_Liver_31a,Linoleic acid,210010007.4,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,Linoleic acid,168560677.1,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,Linoleic acid,132017282.1,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,Linoleic acid,112471233.4,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,Linoleic acid,99146857.17,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,Linoleic acid,90195225.97,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,Linoleic acid,84324357.63,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,Linoleic acid,94535990.04,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,Linoleic acid,104391363.2,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,Linoleic acid,94774386.49,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,Linoleic acid,104872235.2,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,Linoleic acid,95766811.05,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,Linoleic acid,137844029.3,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,Linoleic acid,148831809.6,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,Linoleic acid,98782493.82,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,Linoleic acid,94289747.54,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,Linoleic acid,83025385.06,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,Linoleic acid,73134835.25,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,Linoleic acid,138024677.0,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,Linoleic acid,111513801.3,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,Linoleic acid,83129270.7,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,Linoleic acid,145599873.4,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,Linoleic acid,118907692.8,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,Linoleic acid,88433284.43,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,Linoleic acid,134755007.2,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,Linoleic acid,103569985.0,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,Linoleic acid,76073832.89,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,Linoleic acid,74915819.21,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,Linoleic acid,90075997.34,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,Linoleic acid,99991332.95,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,Linolenic acid,41110690.21,Young,SIRT6-tg,N/A
02_Young_Liver_1b,Linolenic acid,37075797.87,Young,SIRT6-tg,N/A
03_Young_Liver_1c,Linolenic acid,30795510.26,Young,SIRT6-tg,N/A
05_Young_Liver_2a,Linolenic acid,25206938.63,Young,SIRT6-tg,N/A
06_Young_Liver_2b,Linolenic acid,24467071.06,Young,SIRT6-tg,N/A
07_Young_Liver_2c,Linolenic acid,26381559.46,Young,SIRT6-tg,N/A
09_Young_Liver_3a,Linolenic acid,34479749.8,Young,Wild-type,N/A
10_Young_Liver_3b,Linolenic acid,25272098.84,Young,Wild-type,N/A
11_Young_Liver_3c,Linolenic acid,29902042.21,Young,Wild-type,N/A
13_Young_Liver_4a,Linolenic acid,36644916.59,Young,SIRT6-tg,N/A
14_Young_Liver_4b,Linolenic acid,20040222.85,Young,SIRT6-tg,N/A
15_Young_Liver_4c,Linolenic acid,36182312.45,Young,SIRT6-tg,N/A
17_Young_Liver_5a,Linolenic acid,27618512.68,Young,Wild-type,N/A
18_Young_Liver_5b,Linolenic acid,23173709.27,Young,Wild-type,N/A
19_Young_Liver_5c,Linolenic acid,19506695.3,Young,Wild-type,N/A
21_Young_Liver_6a,Linolenic acid,22499634.22,Young,Wild-type,N/A
22_Young_Liver_6b,Linolenic acid,16957834.7,Young,Wild-type,N/A
23_Young_Liver_6c,Linolenic acid,31101222.43,Young,Wild-type,N/A
25_Young_Liver_7a,Linolenic acid,34367231.68,Young,Wild-type,N/A
26_Young_Liver_7b,Linolenic acid,37267600.77,Young,Wild-type,N/A
27_Young_Liver_7c,Linolenic acid,23121210.04,Young,Wild-type,N/A
29_Young_Liver_8a,Linolenic acid,20496956.07,Young,Wild-type,N/A
30_Young_Liver_8b,Linolenic acid,23916064.96,Young,Wild-type,N/A
31_Young_Liver_8c,Linolenic acid,55724502.99,Young,Wild-type,N/A
33_Young_Liver_9a,Linolenic acid,76373857.1,Young,SIRT6-tg,N/A
34_Young_Liver_9b,Linolenic acid,60552685.96,Young,SIRT6-tg,N/A
37_Young_Liver_10a,Linolenic acid,50870866.88,Young,SIRT6-tg,N/A
38_Young_Liver_10b,Linolenic acid,45821764.3,Young,SIRT6-tg,N/A
39_Young_Liver_10c,Linolenic acid,56538106.89,Young,SIRT6-tg,N/A
41_Young_Liver_11a,Linolenic acid,20659921.21,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,Linolenic acid,19365904.37,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,Linolenic acid,4132296.896,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,Linolenic acid,25626731.76,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,Linolenic acid,31252489.19,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,Linolenic acid,25697983.22,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,Linolenic acid,34643366.64,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,Linolenic acid,33343863.91,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,Linolenic acid,40708743.27,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,Linolenic acid,37076397.87,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,Linolenic acid,39388711.28,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,Linolenic acid,34975029.85,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,Linolenic acid,23423539.22,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,Linolenic acid,29671806.31,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,Linolenic acid,30444814.19,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,Linolenic acid,20281879.97,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,Linolenic acid,20173119.75,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,Linolenic acid,17615606.01,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,Linolenic acid,47968502.4,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,Linolenic acid,37137626.91,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,Linolenic acid,33736260.6,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,Linolenic acid,49153313.59,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,Linolenic acid,48798165.39,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,Linolenic acid,37544538.43,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,Linolenic acid,36387935.73,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,Linolenic acid,37675369.08,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,Linolenic acid,32391865.3,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,Linolenic acid,33499414.69,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,Linolenic acid,21770323.92,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,Linolenic acid,41659363.46,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,Linolenic acid,15673217.61,Old,SIRT6-tg,N/A
82_Old_Liver_21b,Linolenic acid,16071871.46,Old,SIRT6-tg,N/A
83_Old_Liver_21c,Linolenic acid,17720495.86,Old,SIRT6-tg,N/A
84_Old_Liver_22a,Linolenic acid,23970004.13,Old,Wild-type,N/A
85_Old_Liver_22b,Linolenic acid,22952350.3,Old,Wild-type,N/A
86_Old_Liver_22c,Linolenic acid,26402283.89,Old,Wild-type,N/A
87_Old_Liver_23a,Linolenic acid,8216096.183,Old,SIRT6-tg,N/A
88_Old_Liver_23b,Linolenic acid,15371030.99,Old,SIRT6-tg,N/A
89_Old_Liver_23c,Linolenic acid,16351658.84,Old,SIRT6-tg,N/A
90_Old_Liver_24a,Linolenic acid,13317114.15,Old,Wild-type,N/A
91_Old_Liver_24b,Linolenic acid,16868361.55,Old,Wild-type,N/A
92_Old_Liver_24c,Linolenic acid,12555151.53,Old,Wild-type,N/A
93_Old_Liver_25a,Linolenic acid,20390778.69,Old,SIRT6-tg,N/A
94_Old_Liver_25b,Linolenic acid,28365970.59,Old,SIRT6-tg,N/A
95_Old_Liver_25c,Linolenic acid,29822980.06,Old,SIRT6-tg,N/A
96_Old_Liver_26a,Linolenic acid,18314568.17,Old,Wild-type,N/A
97_Old_Liver_26b,Linolenic acid,23401765.12,Old,Wild-type,N/A
98_Old_Liver_26c,Linolenic acid,10279398.15,Old,Wild-type,N/A
99_Old_Liver_27a,Linolenic acid,10503423.62,Old,Wild-type,N/A
100_Old_Liver_27b,Linolenic acid,9537572.964,Old,Wild-type,N/A
101_Old_Liver_27c,Linolenic acid,11284957.02,Old,Wild-type,N/A
102_Old_Liver_28a,Linolenic acid,8908142.035,Old,SIRT6-tg,N/A
103_Old_Liver_28b,Linolenic acid,8018735.489,Old,SIRT6-tg,N/A
104_Old_Liver_28c,Linolenic acid,9148159.833,Old,SIRT6-tg,N/A
105_Old_Liver_29a,Linolenic acid,42541881.58,Old,Wild-type,N/A
106_Old_Liver_29b,Linolenic acid,33667178.2,Old,Wild-type,N/A
107_Old_Liver_29c,Linolenic acid,36746894.24,Old,Wild-type,N/A
108_Old_Liver_30a,Linolenic acid,26551298.85,Old,SIRT6-tg,N/A
109_Old_Liver_30b,Linolenic acid,25646661.28,Old,SIRT6-tg,N/A
110_Old_Liver_30c,Linolenic acid,25334816.63,Old,SIRT6-tg,N/A
111_Old_Liver_31a,Linolenic acid,24783263.53,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,Linolenic acid,21760229.54,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,Linolenic acid,16266153.76,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,Linolenic acid,17348673.73,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,Linolenic acid,15113551.82,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,Linolenic acid,13286813.38,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,Linolenic acid,7453651.197,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,Linolenic acid,9566655.69,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,Linolenic acid,9767892.222,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,Linolenic acid,10839478.5,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,Linolenic acid,12587923.88,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,Linolenic acid,10858644.01,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,Linolenic acid,19103772.91,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,Linolenic acid,19966617.62,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,Linolenic acid,13427639.69,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,Linolenic acid,10816353.23,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,Linolenic acid,8842644.552,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,Linolenic acid,7795133.407,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,Linolenic acid,13332719.96,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,Linolenic acid,11462301.82,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,Linolenic acid,7838662.817,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,Linolenic acid,9032889.04,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,Linolenic acid,6748075.911,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,Linolenic acid,4762533.618,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,Linolenic acid,19238668.66,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,Linolenic acid,14052377.21,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,Linolenic acid,9634531.018,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,Linolenic acid,8233718.23,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,Linolenic acid,10267408.3,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,Linolenic acid,11150410.08,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,methyl-lysine (N),2636575.663,Young,SIRT6-tg,N/A
02_Young_Liver_1b,methyl-lysine (N),2170485.198,Young,SIRT6-tg,N/A
03_Young_Liver_1c,methyl-lysine (N),1943130.025,Young,SIRT6-tg,N/A
05_Young_Liver_2a,methyl-lysine (N),2281061.434,Young,SIRT6-tg,N/A
06_Young_Liver_2b,methyl-lysine (N),2467964.454,Young,SIRT6-tg,N/A
07_Young_Liver_2c,methyl-lysine (N),1904834.428,Young,SIRT6-tg,N/A
09_Young_Liver_3a,methyl-lysine (N),2499000.393,Young,Wild-type,N/A
10_Young_Liver_3b,methyl-lysine (N),2147167.522,Young,Wild-type,N/A
11_Young_Liver_3c,methyl-lysine (N),2450756.731,Young,Wild-type,N/A
13_Young_Liver_4a,methyl-lysine (N),2929088.142,Young,SIRT6-tg,N/A
14_Young_Liver_4b,methyl-lysine (N),1910282.696,Young,SIRT6-tg,N/A
15_Young_Liver_4c,methyl-lysine (N),2751385.135,Young,SIRT6-tg,N/A
17_Young_Liver_5a,methyl-lysine (N),2249502.762,Young,Wild-type,N/A
18_Young_Liver_5b,methyl-lysine (N),2280258.476,Young,Wild-type,N/A
19_Young_Liver_5c,methyl-lysine (N),2085481.652,Young,Wild-type,N/A
21_Young_Liver_6a,methyl-lysine (N),2282269.027,Young,Wild-type,N/A
22_Young_Liver_6b,methyl-lysine (N),1932270.308,Young,Wild-type,N/A
23_Young_Liver_6c,methyl-lysine (N),1557342.65,Young,Wild-type,N/A
25_Young_Liver_7a,methyl-lysine (N),2242479.988,Young,Wild-type,N/A
26_Young_Liver_7b,methyl-lysine (N),2579207.363,Young,Wild-type,N/A
27_Young_Liver_7c,methyl-lysine (N),3105902.792,Young,Wild-type,N/A
29_Young_Liver_8a,methyl-lysine (N),2863184.168,Young,Wild-type,N/A
30_Young_Liver_8b,methyl-lysine (N),3037848.525,Young,Wild-type,N/A
31_Young_Liver_8c,methyl-lysine (N),2254740.368,Young,Wild-type,N/A
33_Young_Liver_9a,methyl-lysine (N),3493520.753,Young,SIRT6-tg,N/A
34_Young_Liver_9b,methyl-lysine (N),2622461.494,Young,SIRT6-tg,N/A
37_Young_Liver_10a,methyl-lysine (N),1782975.631,Young,SIRT6-tg,N/A
38_Young_Liver_10b,methyl-lysine (N),2117334.912,Young,SIRT6-tg,N/A
39_Young_Liver_10c,methyl-lysine (N),2457194.903,Young,SIRT6-tg,N/A
41_Young_Liver_11a,methyl-lysine (N),2638171.459,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,methyl-lysine (N),2485261.05,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,methyl-lysine (N),660584.4446,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,methyl-lysine (N),2357418.026,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,methyl-lysine (N),1913735.361,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,methyl-lysine (N),1802818.365,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,methyl-lysine (N),2679628.681,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,methyl-lysine (N),3052269.345,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,methyl-lysine (N),3714827.276,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,methyl-lysine (N),2840779.03,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,methyl-lysine (N),3086701.148,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,methyl-lysine (N),3107596.108,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,methyl-lysine (N),2521282.88,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,methyl-lysine (N),3838737.967,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,methyl-lysine (N),3437402.597,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,methyl-lysine (N),4283836.068,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,methyl-lysine (N),4008337.819,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,methyl-lysine (N),5199980.804,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,methyl-lysine (N),3858689.517,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,methyl-lysine (N),3287453.109,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,methyl-lysine (N),3571019.318,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,methyl-lysine (N),3573345.713,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,methyl-lysine (N),3678541.494,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,methyl-lysine (N),2779721.569,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,methyl-lysine (N),3417378.297,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,methyl-lysine (N),3549087.32,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,methyl-lysine (N),3194814.684,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,methyl-lysine (N),3501125.279,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,methyl-lysine (N),2093945.042,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,methyl-lysine (N),3721862.464,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,methyl-lysine (N),1572086.562,Old,SIRT6-tg,N/A
82_Old_Liver_21b,methyl-lysine (N),1537440.959,Old,SIRT6-tg,N/A
83_Old_Liver_21c,methyl-lysine (N),1720810.755,Old,SIRT6-tg,N/A
84_Old_Liver_22a,methyl-lysine (N),2239431.948,Old,Wild-type,N/A
85_Old_Liver_22b,methyl-lysine (N),2101080.251,Old,Wild-type,N/A
86_Old_Liver_22c,methyl-lysine (N),2583385.562,Old,Wild-type,N/A
87_Old_Liver_23a,methyl-lysine (N),1489682.492,Old,SIRT6-tg,N/A
88_Old_Liver_23b,methyl-lysine (N),2453646.912,Old,SIRT6-tg,N/A
89_Old_Liver_23c,methyl-lysine (N),2352412.107,Old,SIRT6-tg,N/A
90_Old_Liver_24a,methyl-lysine (N),1780681.387,Old,Wild-type,N/A
91_Old_Liver_24b,methyl-lysine (N),2282390.403,Old,Wild-type,N/A
92_Old_Liver_24c,methyl-lysine (N),1674717.124,Old,Wild-type,N/A
93_Old_Liver_25a,methyl-lysine (N),1874499.894,Old,SIRT6-tg,N/A
94_Old_Liver_25b,methyl-lysine (N),2205653.244,Old,SIRT6-tg,N/A
95_Old_Liver_25c,methyl-lysine (N),2043254.075,Old,SIRT6-tg,N/A
96_Old_Liver_26a,methyl-lysine (N),1549936.998,Old,Wild-type,N/A
97_Old_Liver_26b,methyl-lysine (N),1954314.582,Old,Wild-type,N/A
98_Old_Liver_26c,methyl-lysine (N),1293753.658,Old,Wild-type,N/A
99_Old_Liver_27a,methyl-lysine (N),2957016.034,Old,Wild-type,N/A
