Protein,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ANGPTL4,1.2462847,-0.28654832,1.1685946,0.54900664,0.7510148,1.7797039,0.8917206,0.23786235,-0.37351912,0.64489144,0.20273592,0.8477168,-0.06855279,0.49229383,0.51659834,0.47774374,-0.109868824,-0.39520508,0.56022847,0.53135943,-0.39980817,0.7215353,-0.27695477,0.27673614,-0.393973,-0.33506328,-0.4451167,0.20800388,0.47167748,0.6375416,0.05756843,0.21719605,0.26572603,0.3962573,1.3559706,0.35150653,-0.3544147,-0.1545201,-0.25996083,0.12615836,1.0504556,0.38858104,0.31791013,-0.28075254,0.38371032,-0.43021291,1.0954484,0.12461065,-0.6049143,-0.19232678,0.83627206,0.29285026,0.08899248,-0.2476846,0.7955029,-0.44631547,0.6504843,-0.022313476,0.35860258,0.9995285,-0.39973038,-0.6714034,0.8381786,-0.5397614
ANGPTL5,1.0625863,-0.17597401,0.92400825,0.6997108,0.7286647,1.7226238,0.7854004,0.08314064,-0.21344072,0.43220806,0.11103715,0.5956487,-0.09827584,0.30277282,0.59432614,0.49005252,-0.045128524,-0.2649842,0.46500948,0.55641645,-0.27389616,0.4717971,-0.3140269,0.3760761,-0.31867152,-0.3216263,-0.30124414,0.36871576,0.32365564,0.67551893,-0.035924494,0.29161832,0.14865698,0.2826413,1.2732563,0.19200519,-0.3118525,-0.054015636,-0.20851153,0.022606343,1.1309333,0.24170318,0.31852955,-0.1624068,0.5184159,-0.40353632,0.9353453,0.07895261,-0.6143726,-0.2516927,0.94000953,0.33057088,0.2168411,-0.21495372,0.77637005,-0.3110184,0.69519734,0.12091065,0.51779485,0.9107932,-0.2857389,-0.5664493,0.78409207,-0.41207427
ANGPTL6,0.8557969,-0.02105099,0.7692995,0.7334178,0.68039376,1.4723433,0.6212456,0.07651404,-0.12417698,0.3037142,0.19329315,0.44823426,-0.1158936,0.30354917,0.58235383,0.3992088,0.06484466,-0.092170596,0.20155212,0.47117662,-0.10223317,0.28160834,-0.258884,0.3564686,-0.10633367,-0.23945493,-0.09588069,0.2848146,0.29976952,0.6727448,-0.19418639,0.24279997,0.20189868,0.3289784,1.0952241,0.09570726,-0.26720232,-0.041633606,-0.15378124,-0.06283337,1.0682216,0.22849381,0.30289024,-0.11023426,0.428098,-0.34668618,0.8678605,0.0764261,-0.58780944,-0.21263188,0.8347151,0.32952285,0.13205445,-0.1535151,0.68244094,-0.15746242,0.7644801,0.19429211,0.4350443,0.8640836,-0.20305514,-0.45572656,0.49329957,-0.30563176
ANGPTL7,0.980024,-0.15970105,0.8341731,0.7375222,0.75833505,1.6637036,0.70679545,0.04789524,-0.16428685,0.31511736,0.11003109,0.51573384,-0.107542574,0.2375896,0.6273157,0.4391789,-0.025702536,-0.1800031,0.32505122,0.58899814,-0.21775538,0.3635741,-0.33450705,0.42545196,-0.24005502,-0.31764418,-0.218701,0.3733118,0.29110292,0.68444264,-0.031771123,0.3439935,0.15220977,0.2775482,1.216702,0.12208392,-0.31244767,-0.0054599643,-0.15681183,-0.036099553,1.2057261,0.20050754,0.32147235,-0.11892414,0.548269,-0.384157,0.8509109,0.05206538,-0.6164783,-0.26572424,0.92972946,0.38395953,0.22251406,-0.19669783,0.7429002,-0.24427336,0.7429873,0.19733763,0.55283374,0.8997184,-0.25416636,-0.5058426,0.72892183,-0.35880464
ANXA1,0.98141474,-0.33508313,0.87467825,0.668655,0.65526164,1.6178949,0.8548499,0.120499834,-0.22862577,0.36755276,0.2817609,0.6041883,-0.18469477,0.16901357,0.63368434,0.5810361,-0.05242008,-0.2797708,0.45992327,0.7041679,-0.2968257,0.46849036,-0.28827673,0.35684928,-0.3186232,-0.14130682,-0.24261582,0.37296575,0.26167122,0.8189968,0.085648686,0.2823742,0.28504643,0.33646512,1.247936,0.25429556,-0.27326137,0.065659136,-0.2712987,-0.035243273,1.2026699,0.42387423,0.11249997,-0.21139318,0.52761054,-0.39110547,0.75101966,-0.20466506,-0.6798732,-0.24153954,0.89787287,0.62117356,0.34513652,0.02303689,0.8612395,-0.3050353,0.69782406,0.17590357,0.55686486,0.9257532,-0.25969732,-0.5035994,0.63730127,-0.39326346
ANXA11,0.92522025,0.03359276,0.91025674,0.70976084,0.6121973,1.4397393,0.7350267,0.20928824,-0.12457138,0.48757493,0.34920585,0.52741575,-0.19102639,0.4883865,0.5211553,0.47249344,0.10433238,-0.195185,0.37596574,0.38269722,-0.15773475,0.3195727,-0.14302653,0.22771215,-0.11319405,-0.18234634,-0.2038979,0.23595706,0.30843154,0.68533677,-0.30357802,0.023461984,0.20641401,0.4582049,1.1940761,0.21783665,-0.2835034,-0.13584054,-0.28717583,-0.03836304,0.8918613,0.37418413,0.1677706,-0.22793263,0.3289646,-0.31409705,0.98498553,0.038337544,-0.5775323,-0.17588878,0.79594696,0.3715281,0.11036262,-0.059468567,0.7036511,-0.23620164,0.7735846,0.04465787,0.34549242,0.9346359,-0.2773872,-0.46185917,0.32407835,-0.28909355
ANXA2,0.9555442,-0.1374821,0.9198439,0.63226724,0.6458834,1.5443255,0.7328137,0.15370622,-0.22902685,0.46872017,0.22774683,0.59915674,-0.07774031,0.34597686,0.4739667,0.43648195,-0.055387437,-0.24804753,0.35491177,0.42022908,-0.26071924,0.51602453,-0.19713247,0.23912948,-0.21929455,-0.2645117,-0.27061433,0.24988422,0.42835286,0.65498984,-0.118884325,0.19183579,0.15824561,0.34504533,1.1717403,0.24707144,-0.26003093,-0.13026339,-0.25170165,0.10173367,0.9800301,0.31465834,0.30138898,-0.20011711,0.34034717,-0.34360445,0.967939,0.11716123,-0.5994662,-0.1467554,0.8076237,0.25206354,0.09226456,-0.18425322,0.6897065,-0.30295658,0.66691816,0.02771705,0.35513029,0.87658656,-0.26174986,-0.5572189,0.6090784,-0.407745
ANXA2;ANXA2P2,0.55750275,0.098424256,0.48489317,0.8303622,0.9690948,1.5814557,0.34085956,-0.22293681,0.12048361,-0.08209026,-0.24290341,0.08698654,0.213144,-0.14689285,0.64175135,0.17926925,-0.101805925,0.1526774,-0.10483754,0.42898265,-0.050845146,0.19634426,-0.43349403,0.649428,-0.033635974,-0.49966836,0.042513214,0.54335654,0.30085397,0.57672143,0.055497557,0.69014424,-0.12651515,0.0136024505,0.8280546,-0.16988587,-0.18144912,-0.11209446,0.19028057,0.047260925,1.3837115,-0.24845439,0.6545883,0.20252427,0.7120942,-0.29234552,0.60148025,0.3580131,-0.5744029,-0.2815686,1.0064259,0.06769688,0.23631865,-0.4137221,0.37503198,0.024754561,0.66090935,0.3476162,0.64813757,0.6664311,0.029084757,-0.355695,0.95721465,-0.23663092
ANXA3,1.2026587,-0.20622307,1.2302554,0.40100724,0.6219997,1.4810308,0.86548877,0.46253082,-0.37461895,0.74849325,0.43414244,0.9577711,-0.10472,0.6599625,0.27960908,0.3728669,-0.16245449,-0.3744728,0.51241195,0.3701214,-0.40176463,0.8288393,-0.014803708,0.06393072,-0.26679212,-0.25840676,-0.43727148,-0.0076783895,0.6390017,0.5470466,-0.053644836,0.014172718,0.3010349,0.48496553,1.2683455,0.5443338,-0.27699846,-0.20914459,-0.3443601,0.2905028,0.80608845,0.65228945,0.21125326,-0.35375154,0.116186544,-0.3020602,1.0845209,0.12409206,-0.5474601,0.036585376,0.5723388,0.24468754,-0.1071012,-0.18527699,0.6989619,-0.4470141,0.604139,-0.17651397,0.06569004,0.9496181,-0.41361874,-0.64195037,0.5578098,-0.5214541
ANXA4,1.012804,-0.2909518,0.95277554,0.503791,0.62261325,1.4741359,0.77423364,0.2776865,-0.2806003,0.46445048,0.32954633,0.7402782,-0.12462795,0.30094498,0.39056888,0.39200127,-0.18580538,-0.28259337,0.36587435,0.562638,-0.36798537,0.6536077,-0.17818022,0.207872,-0.2533936,-0.24985695,-0.337896,0.17608975,0.49044198,0.61663693,0.12125078,0.21737726,0.21993236,0.34116703,1.1677637,0.40066618,-0.25300664,-0.052452505,-0.27136546,0.18104836,1.0132998,0.51415783,0.1938748,-0.2586187,0.31989643,-0.3049922,0.7892283,-0.037679493,-0.6004337,-0.08972472,0.6923103,0.42213845,0.101876855,-0.12508208,0.70457697,-0.36580205,0.563141,-0.0066859126,0.31383982,0.84547746,-0.32371598,-0.5427382,0.6542053,-0.43894488
ANXA5,0.89608514,-0.27120882,0.84630036,0.59882945,0.6407682,1.4544446,0.76244795,0.1673698,-0.18644929,0.38072073,0.27858606,0.5669749,-0.13963628,0.19969736,0.49830574,0.47440904,-0.08452779,-0.2266463,0.38030642,0.543219,-0.26454985,0.46481758,-0.19040918,0.30095446,-0.23228002,-0.18648136,-0.21632415,0.29389876,0.33370173,0.68321663,0.038844317,0.22856888,0.21305808,0.31110808,1.1251364,0.28100994,-0.23995066,0.0113271475,-0.2510379,0.053825602,1.0602219,0.41091484,0.14227204,-0.20423323,0.41203034,-0.30546623,0.7385484,-0.10102582,-0.63566804,-0.16521055,0.76998377,0.4673573,0.2214553,-0.03767824,0.7022991,-0.278251,0.6201171,0.11772308,0.43746653,0.8299389,-0.23463178,-0.4675274,0.58424294,-0.35423785
ANXA6,0.8761392,-0.0440917,0.84481955,0.6510009,0.635525,1.4150198,0.6524002,0.18404517,-0.14155143,0.3825901,0.26685885,0.5220718,-0.13285136,0.35642037,0.46095762,0.36408162,-0.021185338,-0.15352875,0.24673915,0.43569058,-0.20279378,0.38273036,-0.18458295,0.25807843,-0.09831554,-0.25653124,-0.20455825,0.21538433,0.3774131,0.6212423,-0.16914403,0.15408158,0.1618839,0.36554998,1.1064132,0.21219973,-0.26225704,-0.10711008,-0.22622043,0.042375788,0.9617461,0.32908386,0.24918836,-0.18983555,0.34034848,-0.28849304,0.86649466,0.061648056,-0.565339,-0.1490866,0.75227547,0.32630318,0.07846242,-0.14447767,0.6384856,-0.23272973,0.6892632,0.05605653,0.3397823,0.85594964,-0.25656635,-0.45616192,0.47162873,-0.3188095
ANXA7,1.0158492,-0.03702092,0.96116155,0.72484714,0.6144714,1.515386,0.79458815,0.24066705,-0.16060287,0.52080387,0.42053503,0.6010629,-0.23427296,0.49928248,0.53981197,0.49705115,0.08797605,-0.19943798,0.3768073,0.45712578,-0.17945248,0.340263,-0.14376503,0.21673454,-0.11668867,-0.17119616,-0.22032934,0.21981484,0.33793625,0.70805866,-0.29100513,0.024577582,0.23899782,0.48329574,1.2836968,0.26418385,-0.3170156,-0.06933671,-0.3146314,-0.05778998,0.9677873,0.4443583,0.1471285,-0.25534177,0.3312754,-0.3333165,1.0364412,0.014364332,-0.6071626,-0.18459731,0.8070999,0.45341045,0.08901712,-0.027075827,0.75757444,-0.26689792,0.8298712,0.0547954,0.3747542,0.98261404,-0.31244642,-0.47919154,0.34555003,-0.29686385
ANXA8,1.1865828,-0.378496,1.13937,0.49112853,0.63360214,1.6907988,0.99133855,0.24517444,-0.3929463,0.67883956,0.2629503,0.82466155,-0.06786996,0.43244082,0.5116502,0.5938058,-0.113939404,-0.45145994,0.6785561,0.5145349,-0.42927873,0.7788399,-0.22114146,0.22920121,-0.45751357,-0.20674884,-0.4339885,0.22002977,0.43520445,0.71014065,0.11293763,0.1795614,0.34471607,0.41012946,1.2965972,0.39049065,-0.25563604,-0.1760109,-0.3101635,0.17178231,0.9602275,0.46008945,0.17959656,-0.29605788,0.34556922,-0.4304073,0.99230963,-0.012245357,-0.64531946,-0.15399289,0.81420106,0.38113815,0.18485579,-0.121616185,0.8232652,-0.47318625,0.5625037,-0.044335246,0.31140006,0.9617031,-0.35498267,-0.676864,0.76395565,-0.57045925
ANXA8L2;ANXA8,1.2916007,-0.04434657,1.2921692,0.74876535,0.734209,1.852991,1.0224367,0.30393502,-0.2870798,0.8204247,0.38389215,0.8253604,-0.17307276,0.7362197,0.5664012,0.6414266,0.11136623,-0.39978755,0.7455499,0.39608684,-0.2962126,0.5775305,-0.14430964,0.2065546,-0.32951456,-0.23587859,-0.4000618,0.2557887,0.4196931,0.77010804,-0.3068502,-0.015857816,0.28053367,0.5906019,1.5188208,0.34860265,-0.3632853,-0.21631068,-0.36527997,0.044888884,0.9398626,0.47615394,0.20228846,-0.32948858,0.3327813,-0.4221059,1.369063,0.13263422,-0.6379314,-0.17359859,0.94435775,0.31642854,0.07905713,-0.11172062,0.8766252,-0.396949,0.811804,-0.052731454,0.33739543,1.1866039,-0.39754897,-0.6450248,0.52299446,-0.45699
ANXA9,1.2758465,-0.38303322,1.2209952,0.49674955,0.57272553,1.6923305,1.0947158,0.31603354,-0.43281794,0.8223445,0.41399986,0.9200595,-0.14458656,0.56810486,0.5372645,0.6809374,-0.049954176,-0.49622297,0.7813778,0.5246319,-0.4353482,0.8058238,-0.1743676,0.15715788,-0.47617996,-0.098647654,-0.45693582,0.1768378,0.4449915,0.77159363,0.007707566,0.05928222,0.44674328,0.5341368,1.4015707,0.45373532,-0.2758144,-0.17938274,-0.38174784,0.13117416,0.88521576,0.5952505,0.105643146,-0.36280096,0.28347257,-0.4572361,1.111692,-0.06730795,-0.65296346,-0.14190978,0.8028069,0.4722159,0.16918239,-0.025078118,0.94076866,-0.50730455,0.60877603,-0.08215326,0.28113154,1.0585966,-0.40285426,-0.701833,0.61757755,-0.5901865
ARG1,0.19522996,-0.007769227,0.28540727,0.59553087,0.9988421,1.3385308,0.10768431,-0.27767688,0.19335751,-0.2620818,-0.41164607,-0.060985625,0.55844915,-0.46097976,0.39024416,-0.014581382,-0.39230388,0.23326159,-0.27267218,0.29407266,-0.20676887,0.5035631,-0.40290034,0.6282327,-0.024649203,-0.5900209,0.069481075,0.562477,0.5241045,0.40293783,0.5107102,0.9410892,-0.3344317,-0.25724465,0.39833912,-0.12073636,0.14185254,-0.23168957,0.33865398,0.45614934,1.3571173,-0.34025872,0.8091346,0.3383304,0.6648371,-0.11001283,0.18781464,0.49232066,-0.5508162,-0.09506023,0.8334705,-0.20415288,0.21511345,-0.5267097,0.013961652,0.04416622,0.25222751,0.26572964,0.52088636,0.3058926,0.28349054,-0.28909189,1.2715654,-0.3125034
ASPN,0.93451035,-0.1996209,0.8150328,0.8239368,0.6993446,1.6489775,0.80435693,0.03675091,-0.11429775,0.3005259,0.24378881,0.46078032,-0.22111493,0.21137953,0.7362079,0.59787154,0.10047411,-0.19074863,0.41481614,0.665452,-0.16054499,0.23484755,-0.31191033,0.4235158,-0.23485714,-0.14450204,-0.13504487,0.44398683,0.14306025,0.8612653,-0.12476367,0.25572824,0.24664593,0.36091337,1.2791095,0.10793376,-0.31117564,0.07615361,-0.24398452,-0.16873926,1.245017,0.2956389,0.1330596,-0.15619409,0.59391934,-0.39954966,0.8208711,-0.17461818,-0.6779376,-0.30491346,0.9916683,0.6132869,0.36785486,0.033530626,0.86805767,-0.19841391,0.84807223,0.26109546,0.6424224,0.9814203,-0.22380632,-0.43367803,0.5186795,-0.28264582
ASTL,-0.023001492,0.09321569,-0.026083946,0.98078585,1.2365029,1.4101061,-0.032948375,-0.50559044,0.54957205,-0.47994965,-0.53886986,-0.42184514,0.54618746,-0.57148063,0.774375,0.09088774,-0.15917283,0.5375495,-0.3392961,0.29005212,0.2576872,-0.15959692,-0.50995,1.0332311,0.1288074,-0.5805285,0.5878614,0.90913624,0.07164839,0.5295988,0.3242774,1.1682748,-0.38096476,-0.31255394,0.34152985,-0.45805174,0.04437369,-0.041823328,0.60770583,0.01319164,1.6907908,-0.58426774,0.8188645,0.65184945,1.0308791,-0.14258617,0.071974844,0.44656166,-0.6307748,-0.3440994,1.110488,-0.14725953,0.50585145,-0.4781533,-0.011356235,0.48721477,0.52049017,0.76324654,0.9482264,0.33973777,0.58730865,0.117719784,1.1981949,0.054366022
Acan,1.0236323,0.15462744,1.4032094,0.2653128,0.43664187,1.1805017,0.8616357,0.7596173,-0.34827715,1.1231171,0.7141273,0.97609115,0.04573783,0.9619945,-0.17896807,0.23921505,-0.2338022,-0.39743537,0.4350685,-0.23815626,-0.43095255,1.1098423,0.5794803,-0.29598486,-0.007381916,-0.27849364,-0.47677022,-0.25138354,1.0911005,0.36289415,-0.37839234,-0.30750674,0.097123206,0.6774454,1.0884471,0.78512824,-0.08046508,-0.5305712,-0.46683002,0.76999235,0.1637791,0.8039405,0.23988616,-0.44726247,-0.36042142,0.020606987,1.4228591,0.5502025,-0.46259296,0.46804523,0.33170423,-0.2201904,-0.419805,-0.24834591,0.29214066,-0.5024467,0.403638,-0.49517918,-0.40811872,0.86507654,-0.37778127,-0.6756201,0.27060097,-0.53575957
Adam10,0.70026135,-0.22433555,0.5858347,0.6091912,0.58358383,1.3988147,0.66498315,-0.0457021,-0.11625928,0.23182967,0.09770663,0.3075481,-0.01974821,-0.032338798,0.56220084,0.43007952,-0.10380912,-0.14317971,0.21427079,0.48010018,-0.20582885,0.4395009,-0.25995868,0.4059449,-0.24892485,-0.1976577,-0.07623714,0.41918766,0.32823735,0.70773005,0.070420176,0.3846407,0.10544357,0.18298277,0.9767281,0.09553514,-0.13810623,-0.046191573,-0.14526063,0.074848615,1.0398716,0.16566087,0.2657135,-0.031486154,0.49099958,-0.32688105,0.6076041,-0.0042045712,-0.6338697,-0.2296769,0.85024905,0.36339974,0.2827886,-0.12823373,0.6271841,-0.23278081,0.57242805,0.17027983,0.50684446,0.6793609,-0.053546786,-0.4703489,0.71177864,-0.38358915
Adam11,0.7812538,-0.27867562,0.6692927,0.60802656,0.5534829,1.474652,0.79105175,-0.0073152184,-0.17029786,0.33426082,0.18384166,0.37904018,-0.053036988,0.02182936,0.5837402,0.511747,-0.096031666,-0.23044825,0.32478216,0.50237054,-0.25883836,0.52212614,-0.24021083,0.37777862,-0.31289297,-0.13763773,-0.13565415,0.4309912,0.3473944,0.7911041,0.05840846,0.33923334,0.16167843,0.2572103,1.0765458,0.15317535,-0.14413095,-0.07974452,-0.21911514,0.09058496,1.0243448,0.25537324,0.20654213,-0.09524155,0.47659928,-0.35547245,0.68344826,-0.06699246,-0.66555655,-0.23790324,0.8932411,0.43403935,0.31895107,-0.06698525,0.7154538,-0.30084705,0.5978131,0.11757747,0.50008506,0.7529447,-0.0917148,-0.52508795,0.7050027,-0.4332236
Adam17,0.81371987,-0.34349477,0.7008133,0.5854625,0.6317095,1.4827509,0.71453315,-0.0056805015,-0.20781481,0.2747561,0.08320637,0.42626914,-0.029229462,0.02995897,0.59567755,0.48548466,-0.12328303,-0.23214364,0.3047584,0.5127142,-0.27610773,0.47954345,-0.29310268,0.40285316,-0.31559515,-0.21128005,-0.18194687,0.3835603,0.30817074,0.71156824,0.1546373,0.38205564,0.15572712,0.1924372,1.0553018,0.15087762,-0.1792574,-0.030998826,-0.17100781,0.060527675,1.0941303,0.19438107,0.24932899,-0.08710009,0.50961715,-0.36314815,0.63608456,-0.042458773,-0.6431582,-0.24190086,0.85650927,0.38817275,0.3164838,-0.12609035,0.68846077,-0.30135685,0.5866703,0.16977747,0.5216618,0.7268674,-0.13702214,-0.52995384,0.78987586,-0.43054408
Adam22,0.49601802,-0.12920916,0.446159,0.66835696,0.7114231,1.4117758,0.5656223,-0.1720103,0.023708398,0.0809852,-0.048475027,0.10875656,0.15837541,-0.20526242,0.59715956,0.33707392,-0.12618583,-0.011223495,0.029746324,0.36735713,-0.13271993,0.3954166,-0.30384278,0.5291769,-0.17726952,-0.28212726,0.058398582,0.5211551,0.34626257,0.71885103,0.09980238,0.55733186,0.014212336,0.07849396,0.7979369,-0.019020855,-0.019495666,-0.13650107,0.019618027,0.13977608,1.1436846,-0.039940238,0.42061952,0.1264071,0.58635724,-0.27866405,0.49770558,0.124308415,-0.6402791,-0.24443209,0.95009184,0.25147712,0.3461842,-0.22779846,0.44511646,-0.13015229,0.53856516,0.22687304,0.54900265,0.57981235,0.12558693,-0.43106055,0.85321426,-0.34056675
Adam23,0.7847733,-0.28040534,0.6723626,0.6075772,0.55208415,1.4770925,0.7946167,-0.0056688786,-0.17226034,0.33701327,0.18600634,0.38227317,-0.0551672,0.024326734,0.58429044,0.51405585,-0.095697045,-0.23297846,0.32841408,0.5042254,-0.26060194,0.5241714,-0.24009514,0.37652317,-0.31484795,-0.1360057,-0.13842165,0.43056056,0.34732315,0.79283017,0.058023237,0.3372328,0.1637362,0.2590475,1.0803276,0.15535498,-0.14556861,-0.07948059,-0.22146368,0.090131916,1.024011,0.25838915,0.20447844,-0.09739745,0.4763267,-0.35674846,0.685846,-0.06923139,-0.66603196,-0.2382946,0.89395696,0.43677294,0.31958818,-0.065286696,0.71889794,-0.3029623,0.5989245,0.115968764,0.50015724,0.7552761,-0.094058275,-0.5266787,0.70474327,-0.43447852
Adam9,0.77319443,-0.2555557,0.6627332,0.5432341,0.5259012,1.3690459,0.7255293,0.038520828,-0.1842655,0.33568794,0.19447502,0.41323686,-0.05826384,0.0677875,0.50965136,0.4391412,-0.11306429,-0.21113396,0.27572477,0.4676679,-0.25428492,0.521421,-0.21092689,0.32573554,-0.2753718,-0.15574145,-0.15312934,0.34668395,0.37630874,0.6988659,0.059377156,0.3005287,0.16043057,0.24858983,1.0242611,0.18455811,-0.15582365,-0.068359315,-0.2079972,0.106646456,0.94908375,0.27985543,0.21591079,-0.10709149,0.41054344,-0.32913536,0.6663006,-0.029159486,-0.62342024,-0.19776428,0.791095,0.38640606,0.234625,-0.095945954,0.6637187,-0.29762608,0.5579075,0.09165776,0.43184486,0.7083259,-0.12410474,-0.51383436,0.6597943,-0.4215176
Adamtsl1,0.8460732,-0.4525901,0.8261453,0.5284456,0.61861414,1.5437012,0.78806484,0.06754254,-0.3036995,0.37079203,0.13101846,0.54920614,0.020110857,0.02915028,0.54105175,0.54040956,-0.21558237,-0.3410915,0.372938,0.51003075,-0.40537918,0.66822046,-0.27332014,0.3021652,-0.37700874,-0.21141827,-0.30340803,0.33427078,0.41399738,0.7415958,0.2761043,0.37024224,0.15637377,0.21759401,1.0737988,0.26248506,-0.123358965,-0.11363697,-0.23731506,0.19185466,1.0794241,0.27381045,0.23159187,-0.18004876,0.43304184,-0.36662716,0.66146797,-0.061537206,-0.67373824,-0.17433149,0.8483169,0.3739998,0.31414598,-0.11159146,0.6895425,-0.4032185,0.49611756,0.053638138,0.43984064,0.75620043,-0.18858147,-0.60123205,0.8703627,-0.5140724
Adamtsl4,0.22506084,-0.027986705,0.18602914,0.7453711,0.95002574,1.3569025,0.20048507,-0.36165267,0.21043257,-0.2599513,-0.37368447,-0.17271,0.42052662,-0.42340446,0.6436095,0.12072253,-0.20844519,0.25535423,-0.25064832,0.29964882,-0.0074267387,0.20625085,-0.44155818,0.7469526,-0.03356445,-0.48404264,0.2573952,0.6455161,0.30174622,0.5723721,0.2733202,0.8974968,-0.21406114,-0.17661518,0.50986004,-0.2608496,0.06900577,-0.14852107,0.3345934,0.15446855,1.3792504,-0.391922,0.7253816,0.39742243,0.7742512,-0.22090805,0.254964,0.3646707,-0.59174013,-0.27698368,0.977555,-0.041829705,0.36142612,-0.43493992,0.18971518,0.1073308,0.4828803,0.43199363,0.6855459,0.39357948,0.33762512,-0.28637642,1.1023517,-0.2554611
Adipoq,0.8300318,-0.25886172,0.78104234,0.25091952,0.50456405,1.2128886,0.52428234,0.27677694,-0.3121944,0.37311664,0.13963497,0.6870936,0.13038735,0.17948568,0.051393002,0.063555986,-0.4204687,-0.22188854,0.029171586,0.25992253,-0.45456618,0.95426166,-0.072155416,0.05572702,-0.1611042,-0.40750992,-0.38717598,0.003524959,0.84942305,0.3696949,0.2734664,0.30614954,-0.06211579,0.11784644,0.89751315,0.49222195,-0.0778144,-0.24741614,-0.20219892,0.5945734,0.7521666,0.38167858,0.46207,-0.15914392,0.08759183,-0.14858675,0.63845253,0.2922473,-0.45487803,0.10636765,0.4724775,-0.0383147,-0.14439923,-0.39092797,0.4150444,-0.42074555,0.32220417,-0.24412239,0.021893352,0.5044091,-0.23853922,-0.61097085,0.91950816,-0.5151557
Aebp1,0.9776905,-0.4696191,0.9122833,0.4704013,0.47255003,1.4925524,0.87784624,0.22320434,-0.35066026,0.44582385,0.35256585,0.7152213,-0.13756353,0.20060983,0.38906348,0.5305552,-0.22837073,-0.3992579,0.42344126,0.51486456,-0.4524945,0.7429723,-0.16476601,0.121522814,-0.35489452,-0.11722785,-0.39075541,0.21227244,0.49070954,0.7654203,0.1699397,0.20331676,0.18917792,0.35118097,1.2245692,0.4468713,-0.23977923,-0.110188484,-0.37350905,0.2302401,0.96299714,0.5095874,0.11152265,-0.28008038,0.2845853,-0.33719075,0.78802925,-0.17173165,-0.65701103,-0.119819045,0.7522178,0.44098902,0.21670114,-0.017472744,0.8017586,-0.45284224,0.57227534,-0.10577667,0.32727364,0.8339553,-0.295604,-0.6179545,0.7144175,-0.48627722
Agrn,0.80972,-0.30586404,0.71780896,0.5358559,0.48802,1.4077024,0.80148315,0.06839946,-0.22968996,0.3892881,0.24695937,0.46692055,-0.075181305,0.09573047,0.51837087,0.49712938,-0.12097061,-0.27793056,0.3451297,0.49034464,-0.3092007,0.59070367,-0.20797282,0.2863223,-0.3211527,-0.10647243,-0.20768404,0.34350926,0.39284235,0.7644792,0.06432247,0.27128363,0.19924536,0.29459202,1.0735817,0.22751288,-0.14116913,-0.10533482,-0.2625574,0.12977415,0.9347894,0.33994654,0.17253338,-0.15612549,0.3919044,-0.35162103,0.69677526,-0.08750701,-0.6445633,-0.19244075,0.81790704,0.43615806,0.26547283,-0.049118936,0.7289129,-0.34855664,0.56095356,0.038545467,0.41143468,0.75519896,-0.15391141,-0.5535705,0.6514249,-0.46376318
